# IODP371 site U1510 Rate of penetration (ROP) and Weight on bit (WOB) data. Data are only available for below 150 m in the borehole.
depth_(m)	ROP_(m/s)	WOB_(kN)
289.6910	0.0017	183.0310
289.7410	0.0017	181.8910
289.7910	0.0017	181.3530
289.8410	0.0020	180.0460
289.8910	0.0028	180.0460
289.9410	0.0031	180.0460
289.9910	0.0035	179.3940
290.0410	0.0040	176.6920
290.0910	0.0042	176.5280
290.1410	0.0043	176.4950
290.1910	0.0044	176.4950
290.2410	0.0044	176.4950
290.2910	0.0044	176.5280
290.3410	0.0044	176.7220
290.3910	0.0043	177.5990
290.4410	0.0042	177.7570
290.4910	0.0042	177.9370
290.5410	0.0042	177.9370
290.5910	0.0041	177.9370
290.6410	0.0041	177.9370
290.6910	0.0041	177.9370
290.7410	0.0041	177.9370
290.7910	0.0041	177.9370
290.8410	0.0042	177.9370
290.8910	0.0043	177.9370
290.9410	0.0043	185.3380
290.9910	0.0043	185.3380
291.0410	0.0043	185.3380
291.0910	0.0043	185.3380
291.1410	0.0043	185.3380
291.1910	0.0033	185.3380
291.2410	0.0029	185.0010
291.2910	0.0029	184.2590
291.3410	0.0028	184.2590
291.3910	0.0028	183.4940
291.4410	0.0028	183.4940
291.4910	0.0028	183.4940
291.5410	0.0030	183.4940
291.5910	0.0032	186.2770
291.6410	0.0033	186.5460
291.6910	0.0033	186.5460
291.7410	0.0034	186.5460
291.7910	0.0034	186.5460
291.8410	0.0034	155.9800
291.8910	0.0034	153.5030
291.9410	0.0036	152.9240
291.9910	0.0037	152.9240
292.0410	0.0037	153.2730
292.0910	0.0038	153.5030
292.1410	0.0038	154.8730
292.1910	0.0038	154.8730
292.2410	0.0038	158.5310
292.2910	0.0037	159.4600
292.3410	0.0036	159.7200
292.3910	0.0036	159.7200
292.4410	0.0036	160.1020
292.4910	0.0036	160.3900
292.5410	0.0036	160.3980
292.5910	0.0037	161.7320
292.6410	0.0037	162.7630
292.6910	0.0038	163.9010
292.7410	0.0039	163.9010
292.7910	0.0039	163.9010
292.8410	0.0041	163.8440
292.8910	0.0043	163.8440
292.9410	0.0043	162.4800
292.9910	0.0043	160.1350
293.0410	0.0043	160.0750
293.0910	0.0043	158.9810
293.1410	0.0042	158.8870
293.1910	0.0042	158.7120
293.2410	0.0041	158.6890
293.2910	0.0041	158.6890
293.3410	0.0041	158.6890
293.3910	0.0041	158.6890
293.4410	0.0041	160.0340
293.4910	0.0041	162.4390
293.5410	0.0042	162.9550
293.5910	0.0042	162.9550
293.6410	0.0045	163.1820
293.6910	0.0045	163.1820
293.7410	0.0045	163.1820
293.7910	0.0045	163.0010
293.8410	0.0041	163.0010
293.8910	0.0038	163.0010
293.9410	0.0033	163.1820
293.9910	0.0032	166.6930
294.0410	0.0031	167.8110
294.0910	0.0029	175.3450
294.1410	0.0027	175.9440
294.1910	0.0027	176.5660
294.2410	0.0026	177.0360
294.2910	0.0025	177.3720
294.3410	0.0021	177.7670
294.3910	0.0017	177.7670
294.4410	0.0016	177.7670
294.4910	0.0016	177.7670
294.5410	0.0016	176.5090
294.5910	0.0016	176.0610
294.6410	0.0014	170.5510
294.6910	0.0013	166.5230
294.7410	0.0013	166.1120
294.7910	0.0012	166.1120
294.8410	0.0012	164.4320
294.8910	0.0012	160.1560
294.9410	0.0012	158.9520
294.9910	0.0015	157.8670
295.0410	0.0021	157.8670
295.0910	0.0026	158.0180
295.1410	0.0026	156.5050
295.1910	0.0029	156.5050
295.2410	0.0030	156.5050
295.2910	0.0030	154.8570
295.3410	0.0030	154.7950
295.3910	0.0030	149.4790
295.4410	0.0030	149.4790
295.4910	0.0030	149.2920
295.5410	0.0030	149.1040
295.5910	0.0030	149.1040
295.6410	0.0029	146.2030
295.6910	0.0029	145.7280
295.7410	0.0026	145.7280
295.7910	0.0026	145.7280
295.8410	0.0026	145.7280
295.8910	0.0025	147.1300
295.9410	0.0018	152.0230
295.9910	0.0015	153.6130
296.0410	0.0015	153.6130
296.0910	0.0015	153.6130
296.1410	0.0015	152.0230
296.1910	0.0025	150.4010
296.2410	0.0027	149.7900
296.2910	0.0029	149.4650
296.3410	0.0031	149.4650
296.3910	0.0031	149.7900
296.4410	0.0031	149.7900
296.4910	0.0031	153.1380
296.5410	0.0034	153.1380
296.5910	0.0038	153.1380
296.6410	0.0038	153.1380
296.6910	0.0041	152.5720
296.7410	0.0041	152.4030
296.7910	0.0042	151.3710
296.8410	0.0046	151.3710
296.8910	0.0046	151.3710
296.9410	0.0046	151.3710
296.9910	0.0046	151.3710
297.0410	0.0046	151.3710
297.0910	0.0045	151.3710
297.1410	0.0039	150.6420
297.1910	0.0038	150.2310
297.2410	0.0038	149.4880
297.2910	0.0038	148.9800
297.3410	0.0038	148.8280
297.3910	0.0034	148.7170
297.4410	0.0031	148.7170
297.4910	0.0031	148.7170
297.5410	0.0031	148.8280
297.5910	0.0031	148.8980
297.6410	0.0032	149.0610
297.6910	0.0035	151.9910
297.7410	0.0040	162.6690
297.7910	0.0040	168.9600
297.8410	0.0042	170.4970
297.8910	0.0047	179.1110
297.9410	0.0048	179.1110
297.9910	0.0048	179.1110
298.0410	0.0049	179.1850
298.0910	0.0052	179.1850
298.1410	0.0053	180.7440
298.1910	0.0053	180.7440
298.2410	0.0053	180.7440
298.2910	0.0053	180.7440
298.3410	0.0053	180.7440
298.3910	0.0052	180.7440
298.4410	0.0050	180.7440
298.4910	0.0050	180.7440
298.5410	0.0050	180.8630
298.5910	0.0050	181.8160
298.6410	0.0050	181.8160
298.6910	0.0048	181.8160
298.7410	0.0048	181.8160
298.7910	0.0048	181.3420
298.8410	0.0048	180.5130
298.8910	0.0049	180.0290
298.9410	0.0051	179.6610
298.9910	0.0051	179.5400
299.0410	0.0051	179.5400
299.0910	0.0051	178.3900
299.1410	0.0049	178.3900
299.1910	0.0048	178.3900
299.2410	0.0042	178.3900
299.2910	0.0030	179.9770
299.3410	0.0029	180.0770
299.3910	0.0029	180.8630
299.4410	0.0029	181.2590
299.4910	0.0029	181.2590
299.5410	0.0035	180.8630
299.5910	0.0035	180.0770
299.6410	0.0040	176.3640
299.6910	0.0041	176.3640
299.7410	0.0041	176.3640
299.7910	0.0042	176.3640
299.8410	0.0044	177.9330
299.8910	0.0044	179.2340
299.9410	0.0046	180.0900
299.9910	0.0049	182.2410
300.0410	0.0049	182.9800
300.0910	0.0050	183.7050
300.1410	0.0052	186.0680
300.1910	0.0053	186.0680
300.2410	0.0055	186.0680
300.2910	0.0056	186.0680
300.3410	0.0061	183.1810
300.3910	0.0061	183.1810
300.4410	0.0062	183.1810
300.4910	0.0062	183.1810
300.5410	0.0066	183.1810
300.5910	0.0066	183.4750
300.6410	0.0066	183.5130
300.6910	0.0067	184.7270
300.7410	0.0072	190.0320
300.7910	0.0072	193.1070
300.8410	0.0072	193.1070
300.8910	0.0072	193.1070
300.9410	0.0070	193.1070
300.9910	0.0069	191.5010
301.0410	0.0066	190.4980
301.0910	0.0062	190.4980
301.1410	0.0062	190.4980
301.1910	0.0062	190.4980
301.2410	0.0062	190.3740
301.2910	0.0062	191.5390
301.3410	0.0062	191.6110
301.3910	0.0068	192.0650
301.4410	0.0073	232.7520
301.4910	0.0074	232.7520
301.5410	0.0074	232.7520
301.5910	0.0074	232.7520
301.6410	0.0076	232.7520
301.6910	0.0076	248.9900
301.7410	0.0076	250.7940
301.7910	0.0076	251.0790
301.8410	0.0076	251.2540
301.8910	0.0076	251.6350
301.9410	0.0075	251.6350
301.9910	0.0073	251.6350
302.0410	0.0073	251.6350
302.0910	0.0070	247.8160
302.1410	0.0070	246.3140
302.1910	0.0070	243.4940
302.2410	0.0070	239.9080
302.2910	0.0070	239.2120
302.3410	0.0072	239.2120
302.3910	0.0075	239.2120
302.4410	0.0075	239.2120
302.4910	0.0075	239.6300
302.5410	0.0075	239.6700
302.5910	0.0075	245.2110
302.6410	0.0075	248.9530
302.6910	0.0075	250.1440
302.7410	0.0071	252.2980
302.7910	0.0071	253.2830
302.8410	0.0071	253.2830
302.8910	0.0071	253.2830
302.9410	0.0071	253.2830
302.9910	0.0086	252.0110
303.0410	0.0091	251.0930
303.0910	0.0092	249.0810
303.1410	0.0092	248.3870
303.1910	0.0092	248.3870
303.2410	0.0092	248.3840
303.2910	0.0092	248.0060
303.3410	0.0092	247.6680
303.3910	0.0090	247.6680
303.4410	0.0089	247.6680
303.4910	0.0089	247.6680
303.5410	0.0088	247.9690
303.5910	0.0088	247.9690
303.6410	0.0088	247.9690
303.6910	0.0088	248.1780
303.7410	0.0088	248.1780
303.7910	0.0088	248.1780
303.8410	0.0088	248.1780
303.8910	0.0089	246.7790
303.9410	0.0089	246.4140
303.9910	0.0089	246.4140
304.0410	0.0092	246.4140
304.0910	0.0092	246.3190
304.1410	0.0093	245.6210
304.1910	0.0093	245.0360
304.2410	0.0093	244.7760
304.2910	0.0093	244.7760
304.3410	0.0093	244.7760
304.3910	0.0094	244.7760
304.4410	0.0094	244.7760
304.4910	0.0095	247.7030
304.5410	0.0095	248.1920
304.5910	0.0095	249.8850
304.6410	0.0095	249.9270
304.6910	0.0095	250.4350
304.7410	0.0095	250.6300
304.7910	0.0096	252.9660
304.8410	0.0096	253.0450
304.8910	0.0097	253.0810
304.9410	0.0097	253.9300
304.9910	0.0103	253.9300
305.0410	0.0103	253.9300
305.0910	0.0103	253.9300
305.1410	0.0104	250.6740
305.1910	0.0104	250.6740
305.2410	0.0104	250.6740
305.2910	0.0104	250.6740
305.3410	0.0103	247.7650
305.3910	0.0103	247.7650
305.4410	0.0103	247.7650
305.4910	0.0103	247.7650
305.5410	0.0101	247.7650
305.5910	0.0101	249.3870
305.6410	0.0101	249.3870
305.6910	0.0100	249.3870
305.7410	0.0099	249.3870
305.7910	0.0096	247.9480
305.8410	0.0089	242.8150
305.8910	0.0089	241.3270
305.9410	0.0088	238.9480
305.9910	0.0088	237.5310
306.0410	0.0088	237.2800
306.0910	0.0088	237.2800
306.1410	0.0088	237.2800
306.1910	0.0088	237.2800
306.2410	0.0088	237.7250
306.2910	0.0088	237.7250
306.3410	0.0088	237.7250
306.3910	0.0087	237.7250
306.4410	0.0086	237.7250
306.4910	0.0086	237.7250
306.5410	0.0086	237.7250
306.5910	0.0086	237.7250
306.6410	0.0086	237.7250
306.6910	0.0085	237.7250
306.7410	0.0085	237.7250
306.7910	0.0085	245.2070
306.8410	0.0084	245.2070
306.8910	0.0082	247.1680
306.9410	0.0081	247.6540
306.9910	0.0081	247.7950
307.0410	0.0081	247.7950
307.0910	0.0081	248.9750
307.1410	0.0081	249.0710
307.1910	0.0081	249.1660
307.2410	0.0081	249.3060
307.2910	0.0084	249.5400
307.3410	0.0084	249.5400
307.3910	0.0084	250.6790
307.4410	0.0084	250.6790
307.4910	0.0084	250.6790
307.5410	0.0084	250.6790
307.5910	0.0073	247.6920
307.6410	0.0073	242.6880
307.6910	0.0073	241.1770
307.7410	0.0073	238.4010
307.7910	0.0075	237.6550
307.8410	0.0077	237.6550
307.8910	0.0079	237.6550
307.9410	0.0079	237.6550
307.9910	0.0080	238.7720
308.0410	0.0084	245.1450
308.0910	0.0084	245.1450
308.1410	0.0084	245.1450
308.1910	0.0084	245.1450
308.2410	0.0084	245.1450
308.2910	0.0084	245.1450
308.3410	0.0084	245.1450
308.3910	0.0084	244.5700
308.4410	0.0084	244.5700
308.4910	0.0082	244.5700
308.5410	0.0082	244.5700
308.5910	0.0081	242.3290
308.6410	0.0081	242.3290
308.6910	0.0081	242.3290
308.7410	0.0081	242.3290
308.7910	0.0081	243.5570
308.8410	0.0081	244.9770
308.8910	0.0081	244.9770
308.9410	0.0081	244.9770
308.9910	0.0082	244.9770
309.0410	0.0083	244.9770
309.0910	0.0083	244.9770
309.1410	0.0080	244.9770
309.1910	0.0080	245.2590
309.2410	0.0080	247.8680
309.2910	0.0082	251.7900
309.3410	0.0082	251.7900
309.3910	0.0082	252.5020
309.4410	0.0083	254.7490
309.4910	0.0083	259.2010
309.5410	0.0084	259.2010
309.5910	0.0084	259.2010
309.6410	0.0088	259.2010
309.6910	0.0088	259.2010
309.7410	0.0088	259.1880
309.7910	0.0088	259.1880
309.8410	0.0091	259.1880
309.8910	0.0091	259.0410
309.9410	0.0091	257.9240
309.9910	0.0108	249.1820
310.0410	0.0110	244.0400
310.0910	0.0110	241.3620
310.1410	0.0115	241.3620
310.1910	0.0116	241.3620
310.2410	0.0116	241.3620
310.2910	0.0116	241.8130
310.3410	0.0116	241.8130
310.3910	0.0113	242.4140
310.4410	0.0112	242.4520
310.4910	0.0109	244.0910
310.5410	0.0108	247.1630
310.5910	0.0105	249.7910
310.6410	0.0105	250.2040
310.6910	0.0105	250.3420
310.7410	0.0104	250.4760
310.7910	0.0104	251.2900
310.8410	0.0104	251.3030
310.8910	0.0104	251.6170
310.9410	0.0100	251.9330
310.9910	0.0097	252.3950
311.0410	0.0097	253.2480
311.0910	0.0097	253.3660
311.1410	0.0097	253.3660
311.1910	0.0097	253.3660
311.2410	0.0097	253.3660
311.2910	0.0097	252.8290
311.3410	0.0097	252.7860
311.3910	0.0097	252.6880
311.4410	0.0097	252.3710
311.4910	0.0097	252.0540
311.5410	0.0097	251.1570
311.5910	0.0097	250.6030
311.6410	0.0097	250.1580
311.6910	0.0097	250.0960
311.7410	0.0098	250.0960
311.7910	0.0098	246.9540
311.8410	0.0098	246.9110
311.8910	0.0098	246.5920
311.9410	0.0099	245.0170
311.9910	0.0104	234.1800
312.0410	0.0110	234.1800
312.0910	0.0110	234.1800
312.1410	0.0110	232.2980
312.1910	0.0110	227.0070
312.2410	0.0110	223.6880
312.2910	0.0109	222.9810
312.3410	0.0109	220.8620
312.3910	0.0109	220.1010
312.4410	0.0109	219.5090
312.4910	0.0109	213.9640
312.5410	0.0109	212.8730
312.5910	0.0107	212.8730
312.6410	0.0106	212.8730
312.6910	0.0104	212.8730
312.7410	0.0104	234.2030
312.7910	0.0103	251.4330
312.8410	0.0098	251.4330
312.8910	0.0093	251.4330
312.9410	0.0075	251.4330
312.9910	0.0074	251.1990
313.0410	0.0074	251.1990
313.0910	0.0073	251.1990
313.1410	0.0072	251.1990
313.1910	0.0072	251.2470
313.2410	0.0072	251.3470
313.2910	0.0072	251.6420
313.3410	0.0065	267.3950
313.3910	0.0061	267.3950
313.4410	0.0061	267.3950
313.4910	0.0061	267.3950
313.5410	0.0061	267.3950
313.5910	0.0065	266.5460
313.6410	0.0065	264.8960
313.6910	0.0065	264.8960
313.7410	0.0066	264.8960
313.7910	0.0066	264.8960
313.8410	0.0067	266.6070
313.8910	0.0067	267.4560
313.9410	0.0067	267.5710
313.9910	0.0067	267.6860
314.0410	0.0067	267.6860
314.0910	0.0067	267.6860
314.1410	0.0068	267.6860
314.1910	0.0089	253.9760
314.2410	0.0095	253.9760
314.2910	0.0098	253.9760
314.3410	0.0098	253.9760
314.3910	0.0098	254.0490
314.4410	0.0098	254.1220
314.4910	0.0098	254.4240
314.5410	0.0098	254.6110
314.5910	0.0098	254.6110
314.6410	0.0096	254.6110
314.6910	0.0095	254.6110
314.7410	0.0095	254.6110
314.7910	0.0095	254.6110
314.8410	0.0095	255.1920
314.8910	0.0095	255.5880
314.9410	0.0095	256.6340
314.9910	0.0095	256.8750
315.0410	0.0097	256.8750
315.0910	0.0097	256.8750
315.1410	0.0097	256.8750
315.1910	0.0098	251.4960
315.2410	0.0098	250.9510
315.2910	0.0099	249.1530
315.3410	0.0099	249.1430
315.3910	0.0099	249.1340
315.4410	0.0101	247.0780
315.4910	0.0102	247.0780
315.5410	0.0102	247.0780
315.5910	0.0102	247.0780
315.6410	0.0102	247.7020
315.6910	0.0102	247.7020
315.7410	0.0102	247.7020
315.7910	0.0102	247.7020
315.8410	0.0103	247.0130
315.8910	0.0105	247.0130
315.9410	0.0108	244.1620
315.9910	0.0108	244.1490
316.0410	0.0108	244.1490
316.0910	0.0108	244.1490
316.1410	0.0108	244.1490
316.1910	0.0108	244.1490
316.2410	0.0108	244.1490
316.2910	0.0108	244.1620
316.3410	0.0112	244.1620
316.3910	0.0114	244.1620
316.4410	0.0114	246.8700
316.4910	0.0114	251.0830
316.5410	0.0114	251.4260
316.5910	0.0115	251.4700
316.6410	0.0116	254.3660
316.6910	0.0116	254.5110
316.7410	0.0122	254.6630
316.7910	0.0122	254.6770
316.8410	0.0122	254.6770
316.8910	0.0122	256.9240
316.9410	0.0122	256.9250
316.9910	0.0122	256.9250
317.0410	0.0117	256.9250
317.0910	0.0116	256.9250
317.1410	0.0109	255.9250
317.1910	0.0103	255.9250
317.2410	0.0100	255.9250
317.2910	0.0100	255.1110
317.3410	0.0100	254.7170
317.3910	0.0100	254.5900
317.4410	0.0101	254.7820
317.4910	0.0102	254.7820
317.5410	0.0102	254.7820
317.5910	0.0102	254.7820
317.6410	0.0102	262.0060
317.6910	0.0102	263.0240
317.7410	0.0102	263.6310
317.7910	0.0102	263.7260
317.8410	0.0102	263.8200
317.8910	0.0102	263.8200
317.9410	0.0104	263.8200
317.9910	0.0104	263.8200
318.0410	0.0105	263.1370
318.0910	0.0105	262.9780
318.1410	0.0105	262.9700
318.1910	0.0109	262.9690
318.2410	0.0111	260.9400
318.2910	0.0114	260.9400
318.3410	0.0116	260.9400
318.3910	0.0116	260.9400
318.4410	0.0116	260.9400
318.4910	0.0116	260.9400
318.5410	0.0116	260.9400
318.5910	0.0114	258.5210
318.6410	0.0113	254.8250
318.6910	0.0113	248.8950
318.7410	0.0113	248.8470
318.7910	0.0113	244.4150
318.8410	0.0113	240.4430
318.8910	0.0110	240.4430
318.9410	0.0110	240.0330
318.9910	0.0110	240.0330
319.0410	0.0109	240.0330
319.0910	0.0109	240.0330
319.1410	0.0108	243.1480
319.1910	0.0108	243.3860
319.2410	0.0108	243.6240
319.2910	0.0108	244.0910
319.3410	0.0107	244.9800
319.3910	0.0105	247.4580
319.4410	0.0105	247.4580
319.4910	0.0104	247.8850
319.5410	0.0099	247.9870
319.5910	0.0098	247.9870
319.6410	0.0098	247.9870
319.6910	0.0098	247.9090
319.7410	0.0091	247.9090
319.7910	0.0091	247.8850
319.8410	0.0091	247.8850
319.8910	0.0091	247.8850
319.9410	0.0091	247.8850
319.9910	0.0090	248.4900
320.0410	0.0090	249.9360
320.0910	0.0090	250.0160
320.1410	0.0090	250.0160
320.1910	0.0090	250.0160
320.2410	0.0090	251.6170
320.2910	0.0091	252.2310
320.3410	0.0092	252.2310
320.3910	0.0093	253.1630
320.4410	0.0095	260.2330
320.4910	0.0100	262.8800
320.5410	0.0100	263.0200
320.5910	0.0100	263.0200
320.6410	0.0100	263.0200
320.6910	0.0100	263.0200
320.7410	0.0095	206.9860
320.7910	0.0084	204.3900
320.8410	0.0082	203.6930
320.8910	0.0076	203.6930
320.9410	0.0066	203.6930
320.9910	0.0060	203.6930
321.0410	0.0057	203.9450
321.0910	0.0057	204.8040
321.1410	0.0057	204.8040
321.1910	0.0056	204.8040
321.2410	0.0055	204.8040
321.2910	0.0051	202.9370
321.3410	0.0051	202.4050
321.3910	0.0051	202.0020
321.4410	0.0051	201.9510
321.4910	0.0050	201.9510
321.5410	0.0050	201.9510
321.5910	0.0047	201.4430
321.6410	0.0046	201.2680
321.6910	0.0046	201.2680
321.7410	0.0045	201.2680
321.7910	0.0045	201.2680
321.8410	0.0045	201.2680
321.8910	0.0045	201.2680
321.9410	0.0045	201.2680
321.9910	0.0038	206.2250
322.0410	0.0037	206.6750
322.0910	0.0037	206.6750
322.1410	0.0037	206.6750
322.1910	0.0038	206.6640
322.2410	0.0039	206.6640
322.2910	0.0039	206.6310
322.3410	0.0039	206.6310
322.3910	0.0039	206.6310
322.4410	0.0039	206.6310
322.4910	0.0040	209.1410
322.5410	0.0040	209.1770
322.5910	0.0048	209.5660
322.6410	0.0050	209.6080
322.6910	0.0058	209.8390
322.7410	0.0062	210.1660
322.7910	0.0062	211.5930
322.8410	0.0062	211.6070
322.8910	0.0062	211.6070
322.9410	0.0067	211.6070
322.9910	0.0077	211.6070
323.0410	0.0078	209.3710
323.0910	0.0078	209.3710
323.1410	0.0079	209.3710
323.1910	0.0079	209.3710
323.2410	0.0079	212.2860
323.2910	0.0079	212.2860
323.3410	0.0081	212.2860
323.3910	0.0082	212.2860
323.4410	0.0083	212.2860
323.4910	0.0083	212.5040
323.5410	0.0084	212.9790
323.5910	0.0084	213.4540
323.6410	0.0084	213.4540
323.6910	0.0084	213.4930
323.7410	0.0083	213.9290
323.7910	0.0081	214.1000
323.8410	0.0081	214.3660
323.8910	0.0081	214.3660
323.9410	0.0081	215.6670
323.9910	0.0086	215.6670
324.0410	0.0095	215.6670
324.0910	0.0096	215.8380
324.1410	0.0097	217.3570
324.1910	0.0097	218.0200
324.2410	0.0097	218.9300
324.2910	0.0097	219.6060
324.3410	0.0097	219.8590
324.3910	0.0097	219.8590
324.4410	0.0097	219.8590
324.4910	0.0097	219.8590
324.5410	0.0098	218.5160
324.5910	0.0102	218.0310
324.6410	0.0104	218.0310
324.6910	0.0104	218.0310
324.7410	0.0104	218.0310
324.7910	0.0104	218.1920
324.8410	0.0099	221.0530
324.8910	0.0092	227.5450
324.9410	0.0092	227.5560
324.9910	0.0092	228.2330
325.0410	0.0092	234.2360
325.0910	0.0090	236.3420
325.1410	0.0090	236.7950
325.1910	0.0083	236.7950
325.2410	0.0083	236.7950
325.2910	0.0078	236.7950
325.3410	0.0078	236.4180
325.3910	0.0078	236.4180
325.4410	0.0075	236.5220
325.4910	0.0073	236.5220
325.5410	0.0072	236.5220
325.5910	0.0071	236.6260
325.6410	0.0071	236.7290
325.6910	0.0070	237.0900
325.7410	0.0070	238.0060
325.7910	0.0070	238.0750
325.8410	0.0070	240.6400
325.8910	0.0070	244.2640
325.9410	0.0071	248.3640
325.9910	0.0073	249.0040
326.0410	0.0073	249.0040
326.0910	0.0073	249.0040
326.1410	0.0073	249.0040
326.1910	0.0050	216.6840
326.2410	0.0049	214.8120
326.2910	0.0049	214.8120
326.3410	0.0049	214.8120
326.3910	0.0049	214.8120
326.4410	0.0049	214.8120
326.4910	0.0048	214.8120
326.5410	0.0048	215.8500
326.5910	0.0048	216.5890
326.6410	0.0048	216.5890
326.6910	0.0048	216.5890
326.7410	0.0048	216.5890
326.7910	0.0047	216.4940
326.8410	0.0041	216.4940
326.8910	0.0041	209.4960
326.9410	0.0041	209.4750
326.9910	0.0041	209.3810
327.0410	0.0041	209.0170
327.0910	0.0041	208.8980
327.1410	0.0041	208.8980
327.1910	0.0041	208.8980
327.2410	0.0041	207.8100
327.2910	0.0051	206.9130
327.3410	0.0051	206.3390
327.3910	0.0053	204.7150
327.4410	0.0061	204.6130
327.4910	0.0061	204.5820
327.5410	0.0063	203.5990
327.5910	0.0066	203.2090
327.6410	0.0066	203.1830
327.6910	0.0069	203.1830
327.7410	0.0070	203.1830
327.7910	0.0070	203.1830
327.8410	0.0070	204.1720
327.8910	0.0070	204.1720
327.9410	0.0070	204.1720
327.9910	0.0070	204.1720
328.0410	0.0070	204.1720
328.0910	0.0070	204.1720
328.1410	0.0070	205.3110
328.1910	0.0070	205.3110
328.2410	0.0070	205.3110
328.2910	0.0070	205.3110
328.3410	0.0073	203.8440
328.3910	0.0074	203.2370
328.4410	0.0081	201.7800
328.4910	0.0093	201.6600
328.5410	0.0093	198.9600
328.5910	0.0094	197.5990
328.6410	0.0095	197.3000
328.6910	0.0098	197.1520
328.7410	0.0103	197.1520
328.7910	0.0104	197.1520
328.8410	0.0104	197.3000
328.8910	0.0104	197.6230
328.9410	0.0104	197.6980
328.9910	0.0104	197.7690
329.0410	0.0104	199.5060
329.0910	0.0106	200.2730
329.1410	0.0107	205.6090
329.1910	0.0108	205.6660
329.2410	0.0108	205.7250
329.2910	0.0108	205.7250
329.3410	0.0108	205.7250
329.3910	0.0108	205.7250
329.4410	0.0108	205.7250
329.4910	0.0097	207.5200
329.5410	0.0097	210.2270
329.5910	0.0096	210.5190
329.6410	0.0096	210.7290
329.6910	0.0096	210.7560
329.7410	0.0096	210.7910
329.7910	0.0099	210.8000
329.8410	0.0101	210.8260
329.8910	0.0103	210.8620
329.9410	0.0109	212.5490
329.9910	0.0109	212.7880
330.0410	0.0109	213.5290
330.0910	0.0109	213.5290
330.1410	0.0109	213.5290
330.1910	0.0106	213.5290
330.2410	0.0102	201.2060
330.2910	0.0101	200.6490
330.3410	0.0100	200.6490
330.3910	0.0099	200.6490
330.4410	0.0099	199.3400
330.4910	0.0099	195.8510
330.5410	0.0090	185.3930
330.5910	0.0089	183.8780
330.6410	0.0087	182.3200
330.6910	0.0086	182.3200
330.7410	0.0086	182.3200
330.7910	0.0085	182.3200
330.8410	0.0083	184.8600
330.8910	0.0080	185.7880
330.9410	0.0076	189.6450
330.9910	0.0075	189.7040
331.0410	0.0075	189.7630
331.0910	0.0074	189.7630
331.1410	0.0073	189.7040
331.1910	0.0073	189.6450
331.2410	0.0072	189.2560
331.2910	0.0069	188.3320
331.3410	0.0068	188.3320
331.3910	0.0067	188.3320
331.4410	0.0066	188.3320
331.4910	0.0065	188.3680
331.5410	0.0063	188.4040
331.5910	0.0059	190.1560
331.6410	0.0047	191.3280
331.6910	0.0047	192.5000
331.7410	0.0047	196.9710
331.7910	0.0047	198.5490
331.8410	0.0060	198.9410
331.8910	0.0060	199.4360
331.9410	0.0060	199.4360
331.9910	0.0061	199.4360
332.0410	0.0062	200.6320
332.0910	0.0066	200.8630
332.1410	0.0066	201.2960
332.1910	0.0066	201.2960
332.2410	0.0066	201.2960
332.2910	0.0066	201.3580
332.3410	0.0066	201.4210
332.3910	0.0066	201.4460
332.4410	0.0066	202.5190
332.4910	0.0066	202.9830
332.5410	0.0066	203.9310
332.5910	0.0066	204.2810
332.6410	0.0066	204.2810
332.6910	0.0066	204.2810
332.7410	0.0066	204.2810
332.7910	0.0066	203.4920
332.8410	0.0066	203.4920
332.8910	0.0066	203.4920
332.9410	0.0066	203.4920
332.9910	0.0066	203.4920
333.0410	0.0066	203.4920
333.0910	0.0066	202.5660
333.1410	0.0066	201.8950
333.1910	0.0066	201.8950
333.2410	0.0066	201.8950
333.2910	0.0066	201.8950
333.3410	0.0066	201.8950
333.3910	0.0066	201.8950
333.4410	0.0066	201.8950
333.4910	0.0066	201.8950
333.5410	0.0065	203.0600
333.5910	0.0065	204.3120
333.6410	0.0059	204.3120
333.6910	0.0056	204.3120
333.7410	0.0055	204.3120
333.7910	0.0055	203.4150
333.8410	0.0055	197.6590
333.8910	0.0055	197.6590
333.9410	0.0055	197.6590
333.9910	0.0055	197.6590
334.0410	0.0058	200.4680
334.0910	0.0059	202.9270
334.1410	0.0059	202.9270
334.1910	0.0059	202.9270
334.2410	0.0059	202.9270
334.2910	0.0059	202.9270
334.3410	0.0059	202.9270
334.3910	0.0061	203.1660
334.4410	0.0064	204.7950
334.4910	0.0068	205.2430
334.5410	0.0070	205.6560
334.5910	0.0071	205.9460
334.6410	0.0072	206.5820
334.6910	0.0072	207.6380
334.7410	0.0072	207.6380
334.7910	0.0072	207.6380
334.8410	0.0072	207.6380
334.8910	0.0072	207.6380
334.9410	0.0072	207.6380
334.9910	0.0072	207.6380
335.0410	0.0072	207.7640
335.0910	0.0072	207.7640
335.1410	0.0072	207.7640
335.1910	0.0073	207.7640
335.2410	0.0073	207.5490
335.2910	0.0073	207.4150
335.3410	0.0073	207.4150
335.3910	0.0073	207.4150
335.4410	0.0070	207.4150
335.4910	0.0068	207.4150
335.5410	0.0063	207.3510
335.5910	0.0057	206.4500
335.6410	0.0057	206.3970
335.6910	0.0057	206.0680
335.7410	0.0057	206.0680
335.7910	0.0057	206.0680
335.8410	0.0056	206.3970
335.8910	0.0057	206.4500
335.9410	0.0055	207.5030
335.9910	0.0055	209.6290
